timestamp,SOC,SOH,terminal_voltage,battery_current,battery_temp,ambient_temp,internal_resistance,action_current,action_voltage,dT_dt,dV_dt,soc_delta,thermal_stress_index,aging_indicator,charging_efficiency,charging_time,cycle_degradation,over_temp_flag,over_voltage_flag,balancing_time,hour,dayofweek
1970-01-01 00:00:00.000000000,0.0599342830602246,0.8674208440300788,2.8,24.30668892093765,30.25384101087747,39.88038350146745,0.0894446859351205,24.15216133967586,2.8,0.1096307604713544,0.0,0.0472347139765763,0.0,0.2160282485681666,0.8639795163668953,2371,0.00042584071324,0,0,24.933030235651906,0,3
1970-01-01 00:00:00.000000001,0.1071689970368009,0.993387824343298,2.8,6.888177150647172,30.363471771348824,15.399988498320608,0.1082573927117619,8.014256239080591,2.8,0.9063465524234128,0.0310641589076627,0.055094242369295,0.3740870818257054,0.0867602484966835,0.8531221070496441,3479,0.0009456308866699,0,0,26.837918428057986,0,3
1970-01-01 00:00:00.000000002,0.1701227677988148,0.8970950076066029,2.8621283178153254,25.689530437017552,32.066534115724295,25.076428201660693,0.1335627482954396,25.34396545068812,2.883568876836976,0.9531901127424957,0.0,0.0717071839450871,0.17475264785159,0.3385009678298575,0.8566080222201157,2839,0.0004674944070647,0,0,10.002187975140489,0,3
1970-01-01 00:00:00.000000003,0.2505833649269753,0.9832605508463022,2.8,15.691727145604228,32.269851996833815,35.45253179291533,0.0761952674124619,12.142470599854931,2.8,0.4683374979303671,-0.0310641589076627,0.0628887648168468,0.0,0.0925198794403903,0.8492517870365227,2725,0.0005670436692434,0,0,14.369082282421797,0,3
1970-01-01 00:00:00.000000004,0.2959002974325085,0.9404414314719192,2.8,19.90159827751488,33.00320911158503,10.61204832064619,0.0736591994573431,22.703029555739867,2.830186650809511,0.4478229210946942,0.000183141556592,0.0453170966832748,0.559779019773471,0.16722869823322,0.829716038596399,3584,0.0006887537569598,0,0,2.8042870092588226,0,3
1970-01-01 00:00:00.000000005,0.3412175582935249,0.9740061039612232,2.800366283113184,7.241305780891976,33.1654978390232,28.134669467753785,0.1193519307108094,8.751002934489465,2.8317702179581965,0.4717160261737589,0.0155706299341689,0.0634507585855821,0.1257707092817354,0.1044449095887276,0.8340897461261026,1897,0.0006849155731725,0,0,6.118238877140456,0,3
1970-01-01 00:00:00.000000006,0.4228018146036728,0.9976019744815696,2.8311412598683376,13.433976958931993,33.94664116393255,18.31076346608873,0.0957319988154592,20.35088747103356,2.8,0.3848887705117896,0.0063509496180149,0.073466475446603,0.3908969424460954,0.1948231135270528,0.8235440649552161,3439,0.0005466575163114,0,0,12.072060815577718,0,3
1970-01-01 00:00:00.000000007,0.488150509186731,0.8932608156728118,2.813068182349214,7.242522975371145,33.93527538004678,35.87004749319195,0.0292308814289365,4.195778836419509,2.8905591126656307,1.332948071934048,-0.0155706299341689,0.0529796034321795,0.0,0.0122646313669419,0.8799738463465654,4147,0.0004677745026627,0,0,4.4876214094768,0,3
1970-01-01 00:00:00.000000008,0.5287610214680319,0.9941703228111388,2.8,29.03859307202774,36.61253730780064,18.50383447792237,0.1359745620398405,31.506311835629184,2.8256804647207607,1.4346954895190969,-0.006534091174607,0.0507308565765101,0.4527175707469567,0.4284056953340324,0.8206151883851925,2546,0.0009048057072758,0,0,24.90003121347869,0,3
1970-01-01 00:00:00.000000009,0.5896122223397512,0.9084222842353632,2.8,25.18154123315626,36.804666359084976,30.602671608457268,0.0240018032908932,21.246909335045256,2.8374849010722434,0.4209453717126585,0.0,0.050791423507735,0.1550498687656927,0.0509964138399199,0.8690417554163654,3245,0.0004800479449371,0,0,39.92894440510536,0,3
